NewPrice, YBM, Edition
30340,2006 Audi A4,2.0T Quattro AWD
31340,2006 Audi A4,New 2.0T Avant Quattro AWD
31540,2006 Audi A4,2.0T Quattro Tiptronic AWD
32540,2006 Audi A4,New 2.0T Avant Quattro Tiptronic AWD
34490,2006 Audi A4,3.2 CVT FWD
35390,2006 Audi A4,3.2 Quattro AWD
36390,2006 Audi A4,New 3.2 Avant Quattro AWD
36590,2006 Audi A4,3.2 Quattro Tiptronic AWD
37340,2006 Audi A4,1.8T CVT Cabriolet FWD
37590,2006 Audi A4,New 3.2 Avant Quattro Tiptronic AWD
45490,2006 Audi A4,3.0 Quattro Cabriolet AWD
25800,2005 Audi A4,1.8T FWD
25800,2005 Audi A4,1.8T Special Edition FWD
27000,2005 Audi A4,1.8T CVT FWD
27000,2005 Audi A4,1.8T CVT Special Edition FWD
27350,2005 Audi A4,New 2.0T FWD
28150,2005 Audi A4,1.8T Quattro AWD
28150,2005 Audi A4,1.8T Quattro Special Edition AWD
28550,2005 Audi A4,New 2.0T CVT FWD
29150,2005 Audi A4,1.8T Avant Quattro AWD
29150,2005 Audi A4,1.8T Avant Quattro Special Edition AWD
29350,2005 Audi A4,1.8T Quattro Tiptronic AWD
29350,2005 Audi A4,1.8T Quattro Tiptronic Special Edition AWD
29450,2005 Audi A4,New 2.0T Quattro AWD
30350,2005 Audi A4,1.8T Avant Quattro Tiptronic AWD
30350,2005 Audi A4,1.8T Avant Quattro Tiptronic Special Ed. AWD
30450,2005 Audi A4,New 2.0T Avant Quattro AWD
30650,2005 Audi A4,New 2.0T Quattro Tiptronic AWD
31650,2005 Audi A4,New 2.0T Avant Quattro Tiptronic AWD
31950,2005 Audi A4,3.0 CVT FWD
31950,2005 Audi A4,3.0 CVT Special Edition FWD
33590,2005 Audi A4,3.0 Quattro AWD
33590,2005 Audi A4,3.0 Quattro Special Edition AWD
34590,2005 Audi A4,3.0 Avant Quattro AWD
34590,2005 Audi A4,3.0 Avant Quattro Special Edition AWD
34790,2005 Audi A4,3.0 Quattro Tiptronic AWD
34790,2005 Audi A4,3.0 Quattro Tiptronic Special Edition AWD
35400,2005 Audi A4,New 3.2 Quattro Tiptronic AWD
35750,2005 Audi A4,1.8T CVT Cabriolet FWD
35790,2005 Audi A4,3.0 Avant Quattro Tiptronic AWD
35790,2005 Audi A4,3.0 Avant Quattro Tiptronic Special Ed. AWD
36400,2005 Audi A4,New 3.2 Avant Quattro Tiptronic AWD
42300,2005 Audi A4,3.0 CVT Cabriolet FWD
44250,2005 Audi A4,3.0 Quattro Cabriolet AWD
25100,2003 Audi A4,1.8T FWD
26250,2003 Audi A4,1.8T CVT FWD
26850,2003 Audi A4,1.8T Quattro AWD
27850,2003 Audi A4,1.8T Avant Quattro AWD
28000,2003 Audi A4,1.8T Quattro Tiptronic AWD
29000,2003 Audi A4,1.8T Avant Quattro Tiptronic AWD
31740,2003 Audi A4,3.0 CVT FWD
32440,2003 Audi A4,3.0 Quattro AWD
33440,2003 Audi A4,3.0 Avant Quattro AWD
33490,2003 Audi A4,3.0 Quattro Tiptronic AWD
34490,2003 Audi A4,3.0 Avant Quattro Tiptronic AWD
34950,2003 Audi A4,1.8T CVT Cabriolet FWD
41500,2003 Audi A4,3.0 CVT Cabriolet FWD
24900,2002 Audi A4,1.8T FWD
26050,2002 Audi A4,1.8T CVT FWD
26650,2002 Audi A4,1.8T Quattro AWD
27650,2002 Audi A4,1.8T Avant Quattro AWD
27800,2002 Audi A4,1.8T Quattro Tiptronic AWD
28800,2002 Audi A4,1.8T Avant Quattro Tiptronic AWD
31390,2002 Audi A4,3.0 CVT FWD
32090,2002 Audi A4,3.0 Quattro AWD
33090,2002 Audi A4,3.0 Avant Quattro AWD
33140,2002 Audi A4,3.0 Quattro Tiptronic AWD
34140,2002 Audi A4,3.0 Avant Quattro Tiptronic AWD
24540,2001 Audi A4,1.8T FWD
27290,2001 Audi A4,1.8T Avant Quattro AWD
30340,2001 Audi A4,2.8 FWD
30990,2001 Audi A4,2.8 Quattro AWD
31990,2001 Audi A4,2.8 Avant Quattro AWD
23990,2000 Audi A4,1.8T FWD
26740,2000 Audi A4,1.8T AVANT QUATTRO AWD
28790,2000 Audi A4,2.8 FWD
31540,2000 Audi A4,2.8 AVANT QUATTRO AWD
23790,1999 Audi A4,1.8 T FWD
26440,1999 Audi A4,1.8 T AVANT QUATTRO AWD
28390,1999 Audi A4,2.8 FWD
31040,1999 Audi A4,2.8 AVANT QUATTRO AWD
23790,1998 Audi A4,1.8 T FWD
28390,1998 Audi A4,2.8 FWD
30465,1998 Audi A4,2.8 AVANT FWD
31040,1998 Audi A4,2.8 AVANT QUATTRO AWD
22990,1997 Audi A4,1.8 T FWD
27430,1997 Audi A4,2.8 FWD
26500,1996 Audi A4,Base FWD
42800,2018 Audi A5 Coupe,2.0T Premium Quattro Manual AWD
42800,2018 Audi A5 Coupe,2.0T Premium Quattro S Tronic AWD
41200,2017 Audi A5 Coupe,2.0T Sport Quattro Manual AWD
42200,2017 Audi A5 Coupe,2.0T Sport Quattro Tiptronic AWD
40500,2016 Audi A5 Coupe,2.0T Quattro Manual Premium AWD
41500,2016 Audi A5 Coupe,2.0T Quattro Tiptronic Premium AWD
49700,2018 Audi A6,2.0T Premium S Tronic FWD
51900,2018 Audi A6,2.0T Premium Tiptronic Quattro AWD
58700,2018 Audi A6,3.0T Premium Plus Tiptronic Quattro AWD
47600,2017 Audi A6,2.0T Premium S Tronic FWD
49800,2017 Audi A6,2.0T Premium Tiptronic Quattro AWD
58600,2017 Audi A6,3.0T Premium Plus Tiptronic Quattro AWD
67600,2017 Audi A6,3.0T Competition Tiptronic Quattro AWD
46200,2016 Audi A6,2.0T FWD S Tronic Premium
48400,2016 Audi A6,2.0T Tiptronic Quattro Premium AWD
57400,2016 Audi A6,3.0T Tiptronic Quattro Premium Plus AWD
59500,2016 Audi A6,TDI Quattro Tiptronic Premium Plus AWD
44800,2015 Audi A6,2.0T FWD Multitronic Premium
46900,2015 Audi A6,2.0T Tiptronic Quattro Premium AWD
56300,2015 Audi A6,3.0T Tiptronic Quattro Premium Plus AWD
58700,2015 Audi A6,TDI Quattro Tiptronic Premium Plus AWD
43100,2014 Audi A6,2.0T FWD Multitronic Premium
45200,2014 Audi A6,2.0T Tiptronic Quattro Premium AWD
55100,2014 Audi A6,3.0T Tiptronic Quattro Premium Plus AWD
57500,2014 Audi A6,A6 TDI Quattro Tiptronic Premium Plus AWD
41700,2012 Audi A6,2.0T Multitronic Fronttrak Premium FWD
49900,2012 Audi A6,3.0T Quattro Tiptronic Premium AWD
45200,2011 Audi A6,3.2 Multitronic Fronttrak Premium FWD
50200,2011 Audi A6,3.0T Quattro Tiptronic Premium AWD
53310,2011 Audi A6,3.0T Quattro Tiptronic Premium Avant AWD
59150,2011 Audi A6,4.2 Quattro Tiptronic Prestige AWD
45200,2010 Audi A6,3.2 Multitronic Fronttrak Premium FWD
50200,2010 Audi A6,3.0T Quattro Tiptronic Premium AWD
53310,2010 Audi A6,3.0T Quattro Tiptronic Premium Avant AWD
59150,2010 Audi A6,4.2 Quattro Tiptronic Prestige AWD
45100,2009 Audi A6,3.2 Multitronic Fronttrak FWD
50100,2009 Audi A6,3.0T Quattro Tiptronic AWD
53310,2009 Audi A6,3.0T Quattro Tiptronic Avant AWD
60950,2009 Audi A6,4.2 Quattro Tiptronic AWD
42950,2008 Audi A6,3.2 Multitronic Fronttrak FWD
46100,2008 Audi A6,3.2 Tiptronic Quattro AWD
49000,2008 Audi A6,3.2 Tiptronic Quattro Avant AWD
56300,2008 Audi A6,4.2 Tiptronic Quattro AWD
41950,2007 Audi A6,3.2 Multitronic Auto CVT FWD
45100,2007 Audi A6,3.2 Quattro Tiptronic AWD
48000,2007 Audi A6,3.2 Avant Quattro Tiptronic AWD
55300,2007 Audi A6,4.2 Quattro Tiptronic AWD
40820,2006 Audi A6,3.2 Multitronic Auto CVT FWD
43970,2006 Audi A6,3.2 Quattro Tiptronic AWD
46870,2006 Audi A6,3.2 Avant Quattro Tiptronic AWD
53770,2006 Audi A6,4.2 Quattro Tiptronic AWD
41900,2005 Audi A6,3.2 Quattro Tiptronic AWD
51500,2005 Audi A6,4.2 Quattro Tiptronic AWD
37200,2004 Audi A6,3.0 CVT FWD
39450,2004 Audi A6,3.0 Quattro Tiptronic AWD
40650,2004 Audi A6,3.0 Avant Quattro Tiptronic AWD
42650,2004 Audi A6,2.7T Quattro AWD
42650,2004 Audi A6,2.7T Quattro Tiptronic AWD
43150,2004 Audi A6,2.7T S- Line AWD
49500,2004 Audi A6,4.2 Quattro Tiptronic AWD
35850,2003 Audi A6,3.0 CVT FWD
37600,2003 Audi A6,3.0 Quattro Tiptronic AWD
38800,2003 Audi A6,3.0 Avant Quattro Tiptronic AWD
41000,2003 Audi A6,2.7T Quattro AWD
41000,2003 Audi A6,2.7T Quattro Tiptronic AWD
47950,2003 Audi A6,4.2 Quattro Tiptronic AWD
35400,2002 Audi A6,3.0 CVT FWD
37150,2002 Audi A6,3.0 Quattro Tiptronic AWD
38350,2002 Audi A6,3.0 Avant Quattro Tiptronic AWD
39750,2002 Audi A6,2.7T Quattro AWD
39750,2002 Audi A6,2.7T Quattro Tiptronic AWD
49650,2002 Audi A6,4.2 Quattro Tiptronic AWD
34400,2001 Audi A6,2.8 FWD
37350,2001 Audi A6,2.8 Avant Quattro AWD
39500,2001 Audi A6,2.7T Quattro AWD
49400,2001 Audi A6,4.2 Quattro AWD
33950,2000 Audi A6,Base FWD
36900,2000 Audi A6,2.8 AVANT QUATTRO AWD
38550,2000 Audi A6,2.7T QUATTRO AWD
48900,2000 Audi A6,4.2 QUATTRO AWD
33750,1999 Audi A6,Base FWD
36600,1999 Audi A6,2.8 AVANT AWD
36600,1999 Audi A6,2.8 AVANT QUATTRO AWD
33750,1998 Audi A6,Base FWD
34400,1998 Audi A6,(!)WAGON FWD
34400,1998 Audi A6,WAGON FWD
32600,1997 Audi A6,SEDAN FWD
34400,1997 Audi A6,WAGON FWD
32300,1996 Audi A6,SEDAN FWD
34000,1996 Audi A6,WAGON FWD
30600,1995 Audi A6,Base Sedan FWD
33170,1995 Audi A6,Base Wagon FWD
69700,2018 Audi A7,3.0T Premium Plus Tiptronic Quattro AWD
68800,2017 Audi A7,3.0T Premium Plus Tiptronic Quattro AWD
76550,2017 Audi A7,3.0T Competition Tiptronic Quattro AWD
68300,2016 Audi A7,3.0T Quattro Premium Plus AWD
70400,2016 Audi A7,TDI Quattro Tiptronic Premium Plus AWD
65900,2015 Audi A7,3.0T Quattro Premium Plus AWD
68300,2015 Audi A7,TDI Quattro Tiptronic Premium Plus AWD
64500,2014 Audi A7,3.0T Quattro Premium Plus AWD
66900,2014 Audi A7,TDI Quattro Tiptronic Premium Plus AWD
60100,2013 Audi A7,3.0T Quattro AWD
59250,2012 Audi A7,3.0T Quattro AWD
82500,2018 Audi A8,3.0T Quattro Tiptronic AWD
92000,2018 Audi A8,4.0T Sport Quattro Tiptronic AWD
82500,2017 Audi A8,3.0T Quattro Tiptronic AWD
91500,2017 Audi A8,4.0T Sport Quattro Tiptronic AWD
81500,2016 Audi A8,3.0T LWB Quattro Tiptronic AWD
85200,2016 Audi A8,3.0 TDI LWB Quattro Tiptronic AWD
90500,2016 Audi A8,4.0T Sport LWB Quattro Tiptronic AWD
137900,2016 Audi A8,6.3 W12 LWB Quattro Tiptronic AWD
77400,2015 Audi A8,3.0T NWB Quattro Tiptronic AWD
81400,2015 Audi A8,3.0T LWB Quattro Tiptronic AWD
85100,2015 Audi A8,3.0 TDI LWB Quattro Tiptronic AWD
86400,2015 Audi A8,4.0T NWB Quattro Tiptronic AWD
90400,2015 Audi A8,4.0T LWB Quattro Tiptronic AWD
137900,2015 Audi A8,6.3 W12 LWB Quattro Tiptronic AWD
75100,2014 Audi A8,3.0T NWB Quattro Tiptronic AWD
78800,2014 Audi A8,3.0T LWB Quattro Tiptronic AWD
82500,2014 Audi A8,3.0 TDI LWB Quattro Tiptronic AWD
83900,2014 Audi A8,4.0T Quattro Tiptronic AWD
87600,2014 Audi A8,4.0T LWB Quattro Tiptronic AWD
135900,2014 Audi A8,6.3 W12 LWB Quattro Tiptronic AWD
72200,2013 Audi A8,3.0T NWB Quattro Tiptronic AWD
78500,2013 Audi A8,3.0T LWB Quattro Tiptronic AWD
80900,2013 Audi A8,4.0T Quattro Tiptronic AWD
87200,2013 Audi A8,4.0T LWB Quattro Tiptronic AWD
134500,2013 Audi A8,6.3 W12 LWB Quattro Tiptronic AWD
78750,2012 Audi A8,4.2 Quattro Tiptronic AWD
84700,2012 Audi A8,4.2 L Quattro Tiptronic AWD
133500,2012 Audi A8,6.3 W12 L Quattro Tiptronic AWD
78050,2011 Audi A8,4.2 Quattro Tiptronic AWD
84000,2011 Audi A8,4.2 L Quattro Tiptronic AWD
76000,2010 Audi A8,4.2 Quattro Tiptronic AWD
79900,2010 Audi A8,4.2 L Quattro Tiptronic AWD
74050,2009 Audi A8,4.2 Quattro Tiptronic AWD
77900,2009 Audi A8,4.2 L Quattro Tiptronic AWD
120100,2009 Audi A8,6.0 L W12 Quattro Tiptronic AWD
70690,2008 Audi A8,4.2 Quattro AWD
74690,2008 Audi A8,L 4.2 Quattro AWD
120100,2008 Audi A8,L W12 AWD
68900,2007 Audi A8,4.2 Quattro AWD
72900,2007 Audi A8,L 4.2 Quattro AWD
119350,2007 Audi A8,L W12 AWD
68130,2006 Audi A8,4.2 Quattro AWD
72090,2006 Audi A8,L 4.2 Quattro AWD
118190,2006 Audi A8,L W12 AWD
66590,2005 Audi A8,4.2 Quattro AWD
69900,2005 Audi A8,L 4.2 Quattro AWD
117400,2005 Audi A8,L W12 AWD
68500,2004 Audi A8,L 4.2 Quattro AWD
62200,2003 Audi A8,4.2 Quattro AWD
67200,2003 Audi A8,L 4.2 Quattro AWD
62200,2002 Audi A8,4.2 Quattro AWD
67200,2002 Audi A8,L 4.2 Quattro AWD
62200,2001 Audi A8,4.2 Quattro AWD
67900,2001 Audi A8,L 4.2 Quattro AWD
62000,2000 Audi A8,4.2 QUATTRO AWD
67900,2000 Audi A8,L 4.2 QUATTRO AWD
57400,1999 Audi A8,3.7 FWD
65000,1999 Audi A8,4.2 QUATTRO AWD
44500,2018 Audi Allroad,2.0T Quattro S Tronic Premium AWD
44000,2017 Audi Allroad,2.0T Quattro S Tronic Premium AWD
42700,2016 Audi Allroad,2.0T Quattro Tiptronic Premium AWD
42400,2015 Audi Allroad,2.0T Quattro Tiptronic Premium AWD
40700,2014 Audi Allroad,2.0T Quattro Tiptronic Premium AWD
39600,2013 Audi Allroad,2.0 TFSI Quattro 8-Speed Tiptronic AWD
32900,2018 Audi Q3,2.0T Premium Tiptronic FWD
35000,2018 Audi Q3,2.0T Premium Tiptronic Quattro AWD
31800,2017 Audi Q3,2.0T Premium Tiptronic FWD
33900,2017 Audi Q3,2.0T Premium Tiptronic Quattro AWD
33700,2016 Audi Q3,2.0T FWD Tiptronic Premium Plus
35800,2016 Audi Q3,2.0T Quattro Tiptronic Premium Plus AWD
32500,2015 Audi Q3,2.0T FWD Tiptronic Premium Plus
34600,2015 Audi Q3,2.0T Quattro Tiptronic Premium Plus AWD
41500,2018 Audi Q5,2.0T Quattro S Tronic Premium AWD
40900,2017 Audi Q5,2.0T Quattro Tiptronic Premium AWD
46400,2017 Audi Q5,3.0T Quattro Tiptronic Premium Plus AWD
40900,2016 Audi Q5,2.0T Quattro Tiptronic Premium AWD
46000,2016 Audi Q5,3.0T Quattro Tiptronic Premium Plus AWD
48100,2016 Audi Q5,TDI Quattro Tiptronic Premium Plus AWD
52500,2016 Audi Q5,Hybrid Quattro Tiptronic Prestige AWD
39300,2015 Audi Q5,2.0T Quattro Tiptronic Premium AWD
45400,2015 Audi Q5,3.0T Quattro Tiptronic Premium Plus AWD
47500,2015 Audi Q5,TDI Quattro Tiptronic Premium Plus AWD
51900,2015 Audi Q5,Hybrid Quattro Tiptronic Prestige AWD
37300,2014 Audi Q5,2.0T Quattro Tiptronic Premium AWD
44400,2014 Audi Q5,3.0T Quattro Tiptronic Premium Plus AWD
46500,2014 Audi Q5,Q5 TDI Quattro Tiptronic Premium Plus AWD
51300,2014 Audi Q5,Hybrid Quattro Tiptronic AWD
35900,2013 Audi Q5,2.0T Quattro Tiptronic Premium AWD
43900,2013 Audi Q5,3.0T Quattro Tiptronic Premium Plus AWD
50900,2013 Audi Q5,Hybrid Quattro Tiptronic AWD
35600,2012 Audi Q5,2.0T Quattro Tiptronic Premium AWD
43000,2012 Audi Q5,3.2 Quattro Tiptronic Premium Plus AWD
35200,2011 Audi Q5,2.0T Quattro Tiptronic Premium AWD
42500,2011 Audi Q5,3.2 Quattro Tiptronic Premium Plus AWD
37350,2010 Audi Q5,3.2 Quattro Tiptronic Premium AWD
37200,2009 Audi Q5,3.2 Quattro Tiptronic Premium AWD
49900,2018 Audi Q7,2.0T Quattro Tiptronic Premium AWD
56400,2018 Audi Q7,3.0T Quattro Tiptronic Premium AWD
49000,2017 Audi Q7,2.0T Quattro Tiptronic Premium AWD
55500,2017 Audi Q7,3.0T Quattro Tiptronic Premium AWD
48300,2015 Audi Q7,3.0T Quattro Tiptronic Premium AWD
53400,2015 Audi Q7,3.0 TDI Quattro Tiptronic Premium AWD
61900,2015 Audi Q7,3.0T Quattro Tiptronic S Line Prestige AWD
47700,2014 Audi Q7,3.0T Quattro Tiptronic Premium AWD
52900,2014 Audi Q7,3.0 TDI Quattro Tiptronic Premium AWD
60900,2014 Audi Q7,3.0T Quattro Tiptronic S Line Prestige AWD
46800,2013 Audi Q7,3.0T Quattro Tiptronic Premium AWD
52000,2013 Audi Q7,3.0 TDI Quattro Tiptronic Premium AWD
60550,2013 Audi Q7,3.0T Quattro Tiptronic S Line Prestige AWD
46250,2012 Audi Q7,3.0T Quattro Tiptronic Premium AWD
51450,2012 Audi Q7,3.0 TDI Quattro Tiptronic Premium AWD
59950,2012 Audi Q7,3.0T Quattro Tiptronic S Line Prestige AWD
46250,2011 Audi Q7,3.0T Quattro Tiptronic Premium AWD
51450,2011 Audi Q7,3.0 TDI Quattro Tiptronic Premium AWD
59450,2011 Audi Q7,3.0T Quattro Tiptronic S Line Prestige AWD
46900,2010 Audi Q7,3.6 Quattro Tiptronic Premium AWD
50900,2010 Audi Q7,3.0 TDI Quattro Tiptronic Premium AWD
61000,2010 Audi Q7,4.2 Quattro Tiptronic AWD
43500,2009 Audi Q7,3.6 5-Passenger Quattro Tiptronic AWD
46900,2009 Audi Q7,3.6 Quattro Tiptronic AWD
50900,2009 Audi Q7,3.0 TDI Quattro Tiptronic AWD
59220,2009 Audi Q7,4.2 Quattro Tiptronic AWD
42500,2008 Audi Q7,3.6 Quattro AWD
48350,2008 Audi Q7,3.6 Quattro Premium AWD
58600,2008 Audi Q7,4.2 Quattro Premium AWD
39900,2007 Audi Q7,3.6 Quattro AWD
45900,2007 Audi Q7,3.6 Quattro Premium AWD
49900,2007 Audi Q7,4.2 Quattro AWD
59900,2007 Audi Q7,4.2 Quattro Premium AWD
162900,2017 Audi R8,V10 Coupe Quattro S Tronic AWD
175100,2017 Audi R8,V10 Spyder Quattro S Tronic AWD
189900,2017 Audi R8,V10 Plus Coupe Quattro S Tronic AWD
115900,2015 Audi R8,V8 Coupe Quattro Manual AWD
124900,2015 Audi R8,V8 Coupe Quattro S Tronic AWD
129400,2015 Audi R8,V8 Spyder Quattro Manual AWD
138400,2015 Audi R8,V8 Spyder Quattro S Tronic AWD
153900,2015 Audi R8,V10 Coupe Quattro Manual AWD
162900,2015 Audi R8,V10 Coupe Quattro S Tronic AWD
166100,2015 Audi R8,V10 Spyder Quattro Manual AWD
173500,2015 Audi R8,V10 Plus Coupe Quattro Manual AWD
175100,2015 Audi R8,V10 Spyder Quattro S Tronic AWD
182500,2015 Audi R8,V10 Plus Coupe Quattro S Tronic AWD
190600,2015 Audi R8,V10 Carbon Spyder Quattro Manual AWD
199600,2015 Audi R8,V10 Carbon Spyder Quattro S Tronic AWD
199900,2015 Audi R8,Competition Coupe Quattro S Tronic AWD
114900,2014 Audi R8,V8 Coupe Quattro Manual AWD
124000,2014 Audi R8,V8 Coupe Quattro S Tronic AWD
128400,2014 Audi R8,V8 Spyder Quattro Manual AWD
137500,2014 Audi R8,V8 Spyder Quattro S Tronic AWD
151200,2014 Audi R8,V10 Coupe Quattro Manual AWD
160300,2014 Audi R8,V10 Coupe Quattro S Tronic AWD
164700,2014 Audi R8,V10 Spyder Quattro Manual AWD
170545,2014 Audi R8,V10 Plus Coupe Quattro Manual AWD
173800,2014 Audi R8,V10 Spyder Quattro S Tronic AWD
179645,2014 Audi R8,V10 Plus Coupe Quattro S Tronic AWD
114200,2012 Audi R8,4.2 Quattro Manual AWD
123300,2012 Audi R8,4.2 Quattro R Tronic AWD
127700,2012 Audi R8,4.2 Spyder Quattro Manual AWD
136800,2012 Audi R8,4.2 Spyder Quattro R Tronic AWD
149000,2012 Audi R8,5.2 Quattro Manual AWD
158100,2012 Audi R8,5.2 Quattro R Tronic AWD
162700,2012 Audi R8,5.2 Spyder Quattro Manual AWD
171800,2012 Audi R8,5.2 Spyder Quattro R Tronic AWD
196800,2012 Audi R8,5.2 Quattro R Tronic GT AWD
210300,2012 Audi R8,5.2 Spyder Quattro R Tronic GT AWD
114200,2011 Audi R8,4.2 Quattro Manual AWD
123300,2011 Audi R8,4.2 Quattro R Tronic AWD
127700,2011 Audi R8,4.2 Spyder Quattro Manual AWD
136800,2011 Audi R8,4.2 Spyder Quattro R Tronic AWD
149000,2011 Audi R8,5.2 Quattro Manual AWD
158100,2011 Audi R8,5.2 Quattro R Tronic AWD
162700,2011 Audi R8,5.2 Spyder Quattro Manual AWD
171800,2011 Audi R8,5.2 Spyder Quattro R Tronic AWD
114200,2010 Audi R8,4.2 Quattro Manual AWD
123300,2010 Audi R8,4.2 Quattro R Tronic AWD
146000,2010 Audi R8,5.2 Quattro Manual AWD
155100,2010 Audi R8,5.2 Quattro R Tronic AWD
114200,2009 Audi R8,Quattro Manual AWD
123300,2009 Audi R8,Quattro R Tronic AWD
109000,2008 Audi R8,4.2 AWD
118000,2008 Audi R8,Quattro R Tronic AWD
43650,2018 Audi S3,2.0T Quattro S Tronic Premium Plus AWD
42900,2017 Audi S3,2.0T Quattro S Tronic Premium Plus AWD
42500,2016 Audi S3,2.0T Quattro S Tronic Premium Plus AWD
41100,2015 Audi S3,2.0T Quattro S Tronic Premium Plus AWD
50900,2018 Audi S4,3.0T Quattro Tiptronic Premium Plus AWD
49200,2016 Audi S4,3.0T Quattro Manual Premium Plus AWD
50200,2016 Audi S4,3.0T Quattro S Tronic Premium Plus AWD
48400,2015 Audi S4,3.0T Quattro Manual Premium Plus AWD
49800,2015 Audi S4,3.0T Quattro S Tronic Premium Plus AWD
48100,2014 Audi S4,3.0T Quattro Manual Premium Plus AWD
49500,2014 Audi S4,3.0T Quattro S Tronic Premium Plus AWD
47600,2013 Audi S4,3.0T Quattro Manual Premium Plus AWD
49000,2013 Audi S4,3.0T Quattro S Tronic Premium Plus AWD
47300,2012 Audi S4,3.0T Quattro Manual Premium Plus AWD
48700,2012 Audi S4,3.0T Quattro S Tronic Premium Plus AWD
47100,2011 Audi S4,3.0T Quattro Manual Premium Plus AWD
48500,2011 Audi S4,3.0T Quattro S Tronic Premium Plus AWD
45900,2010 Audi S4,3.0T Quattro Manual Premium Plus AWD
47300,2010 Audi S4,3.0T Quattro S Tronic Premium Plus AWD
57125,2009 Audi S4,Quattro Manual AWD
58325,2009 Audi S4,Quattro Tiptronic AWD
48610,2008 Audi S4,4.2 Quattro Manual AWD
49610,2008 Audi S4,4.2 Quattro Manual Avant AWD
49710,2008 Audi S4,4.2 Quattro Tiptronic AWD
50710,2008 Audi S4,4.2 Quattro Tiptronic Avant AWD
56775,2008 Audi S4,Cabriolet Quattro AWD
57975,2008 Audi S4,Cabriolet Quattro Tiptronic AWD
47500,2007 Audi S4,New- AWD
48500,2007 Audi S4,New Avant AWD
48700,2007 Audi S4,New Tiptronic AWD
49700,2007 Audi S4,New Avant Tiptronic AWD
55700,2007 Audi S4,Cabriolet Quattro AWD
56900,2007 Audi S4,Cabriolet Quattro Tiptronic AWD
46400,2006 Audi S4,New- AWD
47400,2006 Audi S4,New Avant AWD
47600,2006 Audi S4,New Tiptronic AWD
48600,2006 Audi S4,New Avant Tiptronic AWD
54640,2006 Audi S4,Cabriolet AWD
55840,2006 Audi S4,Cabriolet Tiptronic AWD
60250,2006 Audi S4,25Quattro Special Edition AWD
46100,2005 Audi S4,New- Sedan Manual AWD
46100,2005 Audi S4,New- Sedan Manual AWD
47100,2005 Audi S4,New Avant Wagon Manual AWD
47100,2005 Audi S4,New Avant Wagon Manual AWD
47300,2005 Audi S4,New Tiptronic Sedan Automatic AWD
47300,2005 Audi S4,New Tiptronic Sedan Automatic AWD
48300,2005 Audi S4,New Avant Tiptronic Wagon Automatic AWD
48300,2005 Audi S4,New Avant Tiptronic Wagon Automatic AWD
53950,2005 Audi S4,Cabriolet AWD
55150,2005 Audi S4,Cabriolet Tiptronic AWD
45650,2004 Audi S4,Base AWD
46650,2004 Audi S4,Avant AWD
46800,2004 Audi S4,Tiptronic AWD
47800,2004 Audi S4,Avant Tiptronic AWD
53850,2004 Audi S4,Cabriolet AWD
55000,2004 Audi S4,Cabriolet Tiptronic AWD
38900,2002 Audi S4,Base AWD
38900,2002 Audi S4,Tiptronic AWD
40500,2002 Audi S4,Avant AWD
40500,2002 Audi S4,Avant Tiptronic AWD
38900,2001 Audi S4,Quattro AWD
40500,2001 Audi S4,Avant AWD
37900,2000 Audi S4,QUATTRO AWD
54600,2018 Audi S5 Coupe,3.0T Premium Plus Quattro Tiptronic AWD
53100,2017 Audi S5 Coupe,3.0T Quattro Manual AWD
54100,2017 Audi S5 Coupe,3.0T Quattro S Tronic AWD
53100,2016 Audi S5 Coupe,3.0T Quattro Manual Premium Plus AWD
54100,2016 Audi S5 Coupe,3.0T Quattro S Tronic Premium Plus AWD
71900,2018 Audi S6,4.0 TFSI Premium Plus S Tronic Quattro AWD
70900,2017 Audi S6,4.0 TFSI Premium Plus S Tronic Quattro AWD
70900,2016 Audi S6,4.0 TFSI Quattro S Tronic Premium Plus AWD
75500,2015 Audi S6,4.0 TFSI Quattro S Tronic Prestige AWD
73400,2014 Audi S6,4.0 TFSI Quattro S Tronic Prestige AWD
71900,2013 Audi S6,4.0 TFSI Quattro S Tronic Prestige AWD
76100,2011 Audi S6,5.2 Quattro Tiptronic Prestige AWD
76100,2010 Audi S6,5.2 Quattro Tiptronic Prestige AWD
75900,2009 Audi S6,5.2 Quattro Tiptronic AWD
72350,2008 Audi S6,S6 Tiptronic Quattro AWD
72000,2007 Audi S6,S6 AWD
58700,2003 Audi S6,Avant AWD
58700,2002 Audi S6,Avant AWD
46400,1995 Audi S6,SEDAN AWD
47940,1995 Audi S6,WAGON AWD
54300,2018 Audi SQ5,3.0 Quattro Tiptronic Premium Plus AWD
53300,2017 Audi SQ5,3.0 Quattro Tiptronic Premium Plus AWD
53300,2016 Audi SQ5,3.0 Quattro Tiptronic Premium Plus AWD
52700,2015 Audi SQ5,3.0 Quattro Tiptronic Premium Plus AWD
51900,2014 Audi SQ5,3.0 Quattro Tiptronic Premium Plus AWD
43950,2018 Audi TT Coupe,2.0T Quattro S Tronic AWD
43500,2017 Audi TT Coupe,2.0T Quattro S Tronic AWD
42900,2016 Audi TT Coupe,2.0T Quattro S Tronic AWD
198500,2017 Bentley Continental GT,V8 AWD
210700,2017 Bentley Continental GT,V8 S AWD
214600,2017 Bentley Continental GT,Base AWD
218400,2017 Bentley Continental GT,Convertible V8 AWD
